,Area,Children,Age,Income,Marital,Gender,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Churn
4624,0,4,41,19089.26,4,0,6.574956,9,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,10.14235,79.97886,979.2710238,4,3,4,3,4,3,3,3,No
5195,1,3,31,55913.69,1,0,8.341462,13,3,1,0,0,1,0,2,1,1,0,1,1,1,1,1,1,2,59.05164,255.1665,5701.481448,5,4,5,4,3,3,4,4,Yes
1788,2,1,40,3730.38,1,0,10.73059843,18,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,2,2.095488213,247.664655,1338.247732,3,3,2,5,3,4,3,3,Yes
9768,1,6,64,17983.82,0,1,7.970578,11,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,2,69.08879,245.1283,6954.344959,4,5,5,5,4,4,6,5,No
1055,0,0,85,25434.15,2,0,8.316451322,11,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,3,8.713385365,232.641455,1141.532192,3,3,3,4,2,3,3,4,Yes
5676,1,3,63,20532.33,2,1,6.69757,11,0,0,0,2,0,1,2,1,0,0,0,1,0,0,0,1,2,68.00844,92.5018,5785.21074,3,3,3,2,5,4,3,4,No
421,2,2,29,24447.03,3,0,5.304635517,13,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3.238699239,162.460772,1143.685617,3,3,2,4,2,4,5,4,No
8441,1,0,31,80309.69,3,0,12.1242,11,0,1,0,1,1,0,2,1,1,0,0,0,0,0,0,1,2,66.74044,112.4844,5598.395048,3,4,3,3,3,4,5,2,No
4643,0,8,25,32005.71,2,0,9.736531,13,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,20.91805,124.9607,2523.250672,4,4,3,2,4,3,3,3,Yes
268,2,3,19,10701.11,2,0,9.753145376,19,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,7.425503428,220.114868,1740.72604,3,2,4,3,3,5,2,4,Yes
25,1,1,77,12558.83,3,1,9.767668044,12,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.157658837,92.455141,774.2937069,4,4,4,4,2,4,5,5,Yes
7309,0,3,57,12515.49,0,1,6.229402,9,2,2,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3,64.29382,207.6094,5837.413915,4,5,5,2,5,2,2,3,No
8886,1,2,36,43627.54,1,1,8.049454,16,2,0,0,2,1,0,1,1,1,0,0,1,0,1,0,0,1,63.39683,182.4676,5697.615578,2,2,2,5,2,4,6,3,No
2360,0,3,53,134691.3,3,0,10.80628,11,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,20.14176,169.9378,1982.143037,3,3,4,4,5,4,4,4,No
3018,2,7,28,96788.12,2,0,14.27531,14,1,2,0,2,1,0,1,1,1,1,0,0,0,0,1,1,2,21.73641,182.4653,2371.07361,5,4,4,1,6,5,4,4,No
6543,0,1,30,25035.79,1,2,13.77917,13,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,40.87895,174.9699,4194.277707,3,3,1,2,4,2,2,4,No
8169,1,3,53,31757.09,0,0,10.46515,10,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,56.36817,182.4538,4968.873698,5,4,4,5,4,4,3,4,No
336,0,4,49,114398.35,1,1,8.713443753,10,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,6.485034974,124.960655,1221.100604,2,2,2,4,4,3,4,5,Yes
9690,0,0,21,26162.53,4,0,12.50068,15,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,1,48.07729,129.995,4315.294634,4,3,4,3,5,3,4,4,No
206,1,0,88,31934.04,0,1,10.79191234,18,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,3.043063167,174.975543,617.542543,4,3,3,3,3,4,3,5,No
6049,1,7,19,76525.77,4,0,6.086425,15,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,67.57419,154.9618,6632.42053,4,4,4,3,3,5,4,4,No
4493,1,4,61,48521.27,4,0,9.273629,9,0,1,0,2,0,0,2,1,0,1,0,0,0,1,1,1,3,15.73713,177.6508,1904.60275,3,2,2,4,4,3,5,5,No
8322,0,3,60,29753.9,3,0,13.19849,12,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,2,66.16108,210.127,6008.726494,5,5,4,6,2,3,5,4,No
6219,0,3,88,123206.3,2,1,10.06248,8,1,0,0,2,0,0,2,1,1,1,1,0,0,0,1,0,2,62.8196,172.4848,5593.760801,3,2,3,2,5,2,2,2,No
3427,1,4,65,39999.89,1,1,10.86174,10,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,4.075856,192.4567,721.7486176,4,4,5,2,5,4,4,4,Yes
7345,0,4,49,40059.29,2,1,8.189489,12,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,66.49135,174.9919,5976.795747,3,2,1,4,5,4,3,3,No
9813,2,8,80,4937.73,3,1,9.071804,15,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,2,40.43984,129.9778,4126.350754,3,3,3,3,2,3,4,5,No
3641,0,2,24,24799.72,3,0,14.69987,11,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2,3.636783,137.4872,529.8555137,4,4,4,4,2,4,4,2,No
8180,2,0,70,78356.31,3,0,3.338743,14,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,2,63.60495,204.9634,5588.56191,4,3,4,3,3,5,3,3,No
3746,0,0,22,15905.44,2,0,12.18608,18,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,5.962119,287.6427,1288.594508,4,3,5,3,4,4,4,4,Yes
162,0,3,76,22412.6,1,0,10.62439366,13,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,1,3,5.972864167,139.934918,1195.393037,2,3,4,4,3,3,1,3,No
4752,0,2,24,22257.83,4,1,10.66071,18,3,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,2,11.89052,152.4441,1871.35466,5,4,4,4,1,4,5,5,No
2295,0,0,32,34247.55,4,0,17.74402,11,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,14.7857,210.1051,2230.867361,3,4,2,2,5,3,4,3,Yes
8188,0,4,62,32735.23,3,0,11.70344,10,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,3,43.99275,140.0013,4329.842926,2,2,3,5,4,3,3,3,No
2075,2,4,32,44236.12,3,1,8.489595,7,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,2,8.084289,184.9853,1315.312803,4,4,3,4,4,3,3,3,No
2264,2,4,63,39653.8,0,0,6.966168,17,1,0,0,2,0,0,2,1,0,0,0,0,1,0,1,1,0,4.719731,127.475,626.8266819,7,6,6,2,5,4,3,4,No
6321,2,1,25,31517.51,0,1,10.25523,12,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,57.76658,192.4404,5250.409842,4,4,4,4,4,4,5,3,No
5416,1,3,42,34084.03,0,0,9.269101,7,2,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,69.2962,232.624,6739.19212,3,4,4,4,3,3,6,4,No
2375,2,2,82,38069.49,0,2,15.77718,10,0,0,0,2,0,0,1,1,0,0,0,0,1,1,0,1,0,2.590677,149.9483,325.5857485,3,3,3,6,4,4,4,4,No
6893,0,1,45,50055.6,2,1,10.63783,14,2,1,0,2,0,0,0,1,0,1,0,0,0,1,1,1,2,59.34372,190.127,5898.285101,4,3,3,5,1,5,4,3,No
1901,0,2,57,21062.25,1,1,15.34568423,11,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.596050259,94.972827,817.8995329,5,5,5,2,4,5,5,5,No
4842,2,7,49,40633.4,2,0,12.48749,12,2,1,0,2,0,1,0,0,0,0,0,1,1,1,1,0,0,4.820891,212.6415,1569.607544,3,3,2,2,4,2,3,2,Yes
2836,2,4,76,15164.29,2,1,6.029026,14,0,1,0,2,0,0,2,0,0,1,1,0,1,0,1,1,3,7.606099,152.4884,1072.186545,2,1,3,4,3,2,3,3,No
6289,2,6,84,32666.7,2,0,9.020394,12,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,59.33259,112.4551,4930.400921,3,4,3,2,4,3,3,4,No
1303,0,1,29,42326.58,0,0,9.953164978,13,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,2,25.88644227,164.988941,2576.783187,2,3,3,2,3,3,4,3,No
400,2,2,53,26004.59,1,1,9.100502767,13,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,8.611218573,220.118516,1261.554565,3,2,3,5,2,5,2,5,Yes
415,0,1,29,45562.97,4,1,9.301929385,13,2,0,0,2,0,0,2,1,0,0,0,1,1,1,1,0,1,5.2551003,200.165175,1119.610001,5,4,3,4,3,4,5,4,No
3066,0,1,57,41550.85,3,0,10.53385,15,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,2,10.02202,202.4433,1150.220789,5,4,4,3,3,4,6,3,Yes
1823,0,4,71,69506.73,0,0,9.773871134,8,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,12.54841227,114.972827,1153.262724,4,4,3,5,2,4,4,1,No
1105,1,3,28,30567.39,2,0,10.72919005,6,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,13.46926706,152.455519,2006.076916,3,3,2,3,2,2,2,1,No
1975,0,1,59,35226.26,0,0,9.577623408,18,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,12.57273206,204.979684,1348.141984,3,3,2,4,3,2,5,2,No
5597,0,0,58,58834.68,2,0,8.796769,4,0,1,0,1,0,0,2,1,0,1,0,0,0,1,0,1,1,48.29494,107.4806,4197.55311,3,3,3,3,3,5,4,4,No
9220,1,4,66,98836.2,1,0,9.443369,16,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,3,43.86959,220.1323,4203.265113,4,4,4,6,1,4,5,4,No
7930,1,0,80,32843.32,4,1,11.46459,18,1,1,0,0,0,0,2,1,1,0,1,0,1,0,0,0,2,46.39161,147.4893,3951.00192,4,4,4,4,2,5,3,3,No
4702,0,2,29,38159.22,3,0,4.460194,10,2,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,2,11.739,225.1457,2212.982101,3,2,2,1,5,2,2,4,Yes
4665,2,2,25,13744.26,1,1,16.64511,17,2,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,6.360959,172.4624,1050.342085,2,4,2,4,4,3,2,4,Yes
1947,0,0,42,21084.49,4,1,6.413780429,20,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21.6132385,127.473844,2467.669888,3,4,3,4,2,4,4,5,No
7539,2,0,57,19198.61,3,1,10.63248,13,1,0,0,2,1,0,1,1,0,0,0,1,1,1,0,0,3,65.25688,162.4713,5651.976417,1,1,1,4,3,3,3,4,No
7218,2,3,57,13756.92,4,1,8.452148,6,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,61.11248,172.4404,5894.713365,3,3,4,4,3,4,2,4,No
7046,0,3,46,14512.74,1,0,8.270887,8,3,1,1,2,1,0,0,1,1,0,1,1,1,1,0,1,0,60.2958,197.4725,5906.275909,3,3,3,6,3,2,4,3,No
1414,1,0,53,8657.1,1,0,10.75378608,12,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,3.847102787,149.992756,875.8840004,3,3,3,6,3,3,3,3,Yes
8649,2,10,54,22730.72,1,1,7.737478,9,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,55.88646,172.4579,5291.533225,5,4,3,3,3,3,4,2,No
3094,0,3,37,35801.05,4,1,11.04908,12,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,2,3.046588,204.9496,793.3207298,2,2,3,3,4,3,3,5,Yes
7771,1,3,40,45203.76,1,0,15.2604,13,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,71.98828,162.4713,6304.569466,5,4,5,3,3,5,4,3,No
9368,0,2,76,52888.07,1,0,9.237924,15,0,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,71.96367,92.5018,5953.601251,3,3,3,4,5,3,3,2,No
5145,2,2,19,30701.55,2,0,15.024,11,0,0,0,2,1,0,1,1,1,1,0,1,1,1,0,1,2,63.656,197.4945,5807.061171,3,3,3,2,4,3,2,3,No
9507,1,1,85,58485.86,1,1,9.208571,13,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,48.31275,204.9634,4364.211589,4,4,3,4,3,5,4,4,No
3034,2,0,51,36149.29,4,0,4.48145,13,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,2,18.24928,232.6378,2515.478194,1,1,2,4,3,3,2,4,Yes
8929,2,1,48,52772.29,3,0,7.669681,5,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,42.47353,242.6106,4549.826317,4,4,5,4,3,5,3,2,Yes
9424,1,1,65,85566.49,0,0,12.57676,13,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,2,59.20792,142.4827,5562.080707,5,4,4,3,3,5,6,3,No
5734,1,0,49,9043.47,3,1,11.33568,12,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,71.02256,104.9781,6399.222377,5,6,5,6,2,5,4,3,No
8830,0,2,35,186156.6,0,1,12.47347,13,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,65.66957,255.1372,6174.944351,4,4,3,3,3,5,4,2,No
2821,0,2,80,44055.54,3,0,2.874643,16,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,7.837878,230.1051,1152.27854,3,3,3,5,2,4,5,4,No
9435,1,3,32,66665.33,1,1,10.96142,13,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,2,68.00653,194.9663,6625.807498,3,3,3,3,2,3,5,3,No
9331,1,0,84,29511.28,3,1,8.685498,20,1,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2,53.99857,159.9794,5055.502095,2,2,3,2,5,3,2,4,No
1989,0,0,51,28162.54,2,0,7.901812987,11,1,0,0,0,1,0,2,1,0,1,0,1,1,0,1,1,2,1.722680046,142.515576,457.8089454,3,3,3,5,3,3,3,3,Yes
3916,0,1,22,12211.05,0,1,11.69401,9,0,0,1,0,1,1,2,1,0,1,1,0,0,0,0,1,2,2.348003,104.9923,562.038508,4,5,4,4,4,3,6,5,No
4154,0,1,34,22447.98,1,0,10.72646,12,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,3.988032,182.4676,758.5059535,5,3,4,4,4,4,3,4,Yes
8513,2,0,35,5644.85,2,0,11.88471,13,1,0,0,1,1,1,2,1,0,1,0,1,0,1,0,1,3,43.02146,120.0035,3926.009965,2,4,3,5,3,4,4,3,No
5521,1,2,40,116303.0,0,0,13.00405,8,2,0,0,2,0,1,1,1,0,1,0,1,0,0,1,1,3,53.22972,162.4827,4771.495872,3,3,3,3,4,4,4,1,No
4269,1,4,33,90633.74,1,1,11.15366,8,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,2,4.072959,240.1149,1084.469104,3,5,3,3,4,3,3,3,Yes
9896,2,2,21,64176.43,3,1,11.86711,18,2,0,1,2,0,1,1,1,1,0,1,1,1,1,1,1,0,68.57996,287.6427,6531.266707,2,3,4,4,3,4,4,3,No
3260,0,1,80,32964.42,2,0,6.794031,12,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,2,10.58401,184.967,1174.511172,4,5,3,3,6,5,5,4,No
6059,1,1,18,24495.35,2,0,11.0488,12,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,64.20616,112.4551,5392.197566,4,4,4,4,3,5,5,5,No
1087,0,0,61,79189.23,0,2,6.792026415,13,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,2,11.24061076,255.119794,1882.523799,3,3,3,2,3,3,3,5,Yes
3452,0,1,29,41141.29,1,1,10.53942,10,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,3,6.416264,152.4798,1024.169439,4,5,4,5,3,5,6,5,Yes
5263,2,2,24,69309.0,4,0,4.327137,13,0,1,0,1,1,0,2,0,0,0,1,1,0,0,1,0,2,65.61044,149.9845,5857.190657,4,3,4,3,5,2,4,2,No
5609,1,0,80,41893.09,2,1,4.545308,10,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,2,61.47987,172.4579,5356.753961,3,3,4,1,4,3,3,3,No
4316,2,4,52,82955.59,3,1,10.64343,9,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,15.10612,107.4958,2006.056116,2,3,3,4,2,4,4,2,No
9097,2,7,47,51223.48,4,1,11.63648,17,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,2,64.74166,232.624,6519.801796,3,4,3,3,4,4,3,4,No
3402,2,0,59,42450.26,3,1,11.96125,7,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,2,3.545553,152.4624,1060.105051,3,4,3,4,3,3,4,3,Yes
7458,2,2,30,10000.11,4,0,11.93376,11,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,2,61.46682,92.5018,5244.329034,5,5,5,4,4,4,5,4,No
3466,1,1,54,121055.6,0,1,7.246841,12,3,0,0,2,0,0,1,1,1,0,1,0,0,1,1,1,2,7.047021,262.6106,1260.9421,4,3,3,3,4,4,5,4,Yes
5309,0,9,41,95535.14,2,1,3.181208,9,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,2,67.429,137.4686,6078.61865,4,5,4,3,4,4,4,4,No
1065,0,0,43,78661.45,4,0,10.20451845,11,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,3,4.187033385,157.469817,437.8833399,5,4,4,1,4,3,4,4,Yes
429,1,4,48,13148.09,3,0,16.41445271,13,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,1,1,16.52138638,105.010962,1568.47416,4,4,4,5,2,4,4,4,No
3547,1,2,85,28965.11,1,0,11.99308,13,0,0,0,2,1,1,0,0,0,1,0,1,1,0,0,1,3,1.453022,120.0049,639.623576,4,5,3,2,6,4,1,3,No
624,1,1,56,15621.76,4,0,10.75643368,13,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,3,2.08299524,144.988941,951.3512058,5,5,3,4,3,4,4,3,Yes
8491,2,3,51,10770.7,3,0,9.606947,6,0,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,61.74695,182.4653,5450.903985,4,4,4,3,3,5,4,4,No
3688,1,2,72,34620.48,1,0,7.164228,13,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,3,8.116071,172.4624,993.0023112,3,3,4,2,5,3,3,3,Yes
8650,2,0,31,68058.4,1,0,9.652243,12,2,1,0,2,0,1,1,1,1,0,0,1,0,1,1,0,2,57.51975,252.6378,5385.294842,4,3,3,4,3,3,3,3,No
7754,2,4,27,23785.52,1,0,5.285575,9,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,68.69674,179.9476,6054.623559,3,3,2,3,3,2,4,3,No
3288,1,3,86,24173.97,4,1,12.81088,10,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,20.45201,127.4601,2239.792619,3,4,3,3,3,4,4,4,No
9199,2,0,48,27065.58,0,0,9.166549,8,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,48.61807,207.6094,4443.076355,3,4,3,3,4,3,4,4,No
2582,0,4,59,39258.2,3,0,12.23081,14,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,2,22.34478,194.9744,2231.25397,4,3,3,3,3,3,3,3,No
8872,0,1,25,13265.39,3,1,8.377711,14,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,60.05643,137.4392,5272.094696,4,4,3,4,3,3,3,5,No
6082,1,1,27,40293.84,2,0,10.57626,10,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,2,45.7211,207.4754,4676.648543,4,4,5,3,2,4,6,4,Yes
7189,0,1,59,14570.01,3,0,7.824535,17,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,2,43.59094,159.9349,3858.410287,4,5,5,4,3,5,4,2,No
930,2,0,37,47683.58,2,0,5.729233184,7,1,2,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,5.134989649,184.971516,806.2451255,3,3,3,2,4,3,3,4,No
617,0,0,65,8690.46,4,0,12.55174668,16,0,0,0,0,1,1,2,1,1,0,1,1,0,0,1,1,2,5.770302149,182.490006,829.9759818,3,3,4,4,3,4,4,5,Yes
6272,2,0,33,36311.55,3,0,9.528274,18,2,0,0,2,0,0,1,0,0,1,0,0,1,0,1,1,1,54.67507,162.4689,4770.483341,4,5,4,2,5,4,3,2,No
8075,1,3,52,13933.32,3,0,10.77203,11,2,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,2,60.57969,159.983,5228.606985,3,2,3,5,3,2,4,5,No
6001,1,0,64,30067.59,2,0,8.42186,12,1,0,0,2,0,0,0,1,1,0,1,0,0,1,1,1,1,70.62164,242.6106,6772.978906,4,5,4,5,4,4,5,4,No
8574,0,1,64,7569.75,1,1,8.8901,11,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,2,59.00593,214.9525,5227.515273,4,5,4,3,4,4,3,5,No
9063,2,8,23,62886.29,3,1,6.87197,19,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,3,60.8833,222.6362,5902.886646,2,3,3,4,2,3,3,3,No
5803,1,1,84,8293.64,1,0,8.113794,13,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,66.99754,192.4885,5659.937572,4,3,3,3,4,2,2,4,No
1961,2,2,54,45577.26,3,1,7.754485939,13,2,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,2,8.205103396,229.993134,1288.925148,4,3,4,3,5,4,2,2,Yes
9459,2,2,24,14692.76,3,0,8.590983,8,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,58.87612,160.0013,5198.878568,4,4,5,3,3,4,4,3,No
8889,2,1,55,22810.25,3,0,10.42801,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,46.75485,112.4551,3840.965627,2,3,3,4,5,2,3,2,No
2920,1,9,80,6548.73,1,1,8.870546,13,3,1,1,2,1,0,1,1,1,0,1,0,0,0,0,0,3,16.93921,167.4564,1810.474782,3,4,3,4,2,3,4,3,No
4583,0,3,35,52984.07,1,0,7.37357,16,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1,8.850759,127.4586,1152.131327,6,5,4,2,3,4,3,4,Yes
6674,0,1,52,25404.37,4,1,10.00607,19,0,2,0,2,0,0,0,1,0,0,0,1,1,0,0,1,1,71.29664,117.4872,6446.951971,2,2,4,3,4,3,3,3,No
3083,0,0,23,53227.7,0,0,15.29979,13,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,2,8.268061,232.6228,1388.043021,3,5,3,3,4,4,3,3,Yes
2937,2,0,85,41899.29,0,1,9.283462,7,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,12.05316,212.6415,1875.734695,3,3,3,3,4,3,4,3,No
5191,0,1,20,25167.86,2,0,12.43508,13,2,1,0,2,0,0,1,1,0,0,1,1,1,1,1,1,2,63.05897,255.1372,5932.37794,3,3,3,4,5,3,2,4,No
2627,0,3,56,20980.42,2,0,9.720452,12,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,24.2732,275.1336,2765.521967,2,2,3,1,4,3,2,2,Yes
1248,2,4,66,82924.09,3,1,9.816727691,18,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,2.694014031,157.483594,526.38731,3,3,3,3,3,3,2,1,Yes
2606,2,0,42,46183.09,3,0,8.650145,10,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,3,8.867664,252.6378,1362.782508,5,4,3,5,2,3,3,3,Yes
9392,0,4,68,62554.29,0,1,10.73749,11,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,0,2,50.67652,235.1372,5313.315024,4,3,3,4,1,5,5,4,No
4392,0,1,30,74373.82,1,0,9.896211,7,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,4.225661,192.4885,693.5913883,4,5,4,3,3,4,3,2,No
6620,0,2,61,31833.15,3,1,10.39104,14,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,3,66.58209,124.9781,5644.111425,3,4,3,3,3,3,4,5,No
3673,2,1,28,18911.92,1,0,3.681734,14,1,0,0,2,1,0,1,1,0,1,0,0,0,0,1,0,3,2.277916,149.9598,520.0280011,3,4,3,4,2,4,3,4,No
2752,1,1,53,105396.3,3,1,14.48109,11,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,3,9.151288,242.6143,1369.012136,3,3,4,4,3,3,2,5,Yes
7071,2,0,60,12508.6,2,0,11.34316,10,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,2,61.343,102.4746,5083.099357,3,5,3,5,3,3,5,3,No
5065,1,8,72,50092.12,3,0,10.4055,15,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0,1,0,61.32409,159.9642,5556.247274,4,4,6,6,2,5,4,4,No
492,2,0,61,18684.74,0,1,11.70304454,14,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,6.935335786,129.977753,1197.080651,4,5,3,4,4,4,4,5,No
2314,0,0,33,56003.0,3,0,9.257301,11,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,3,21.08084,207.4811,2300.741445,5,4,5,2,6,4,3,4,Yes
7992,1,1,42,90756.87,4,0,8.306153,10,2,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,65.50762,242.6281,6056.561962,3,3,2,2,3,3,3,3,No
2921,2,4,44,13029.09,4,0,4.575379,9,1,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,2,10.16511,174.9581,1821.752133,2,3,3,3,5,3,2,3,No
1270,2,1,48,36901.24,3,0,7.436719685,13,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,2,4.61174735,194.976769,768.0341067,3,3,5,4,4,4,4,3,Yes
2000,0,3,44,74915.44,0,1,10.27858,13,0,0,0,0,1,1,2,1,1,0,1,1,0,1,1,1,0,10.50826,242.6573,1724.050425,3,3,3,3,4,2,2,2,Yes
680,0,1,76,114609.0,2,0,8.14229928,9,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,7.320050181,92.455141,954.4058631,5,4,5,3,4,3,3,2,No
6222,1,4,32,109866.0,1,1,6.970213,9,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,57.59524,200.1323,5899.937578,3,2,2,4,4,4,3,4,Yes
1208,2,4,44,95197.4,3,0,9.255314336,13,2,0,0,2,1,1,1,1,1,1,0,0,0,1,0,0,0,19.9235245,172.462354,2113.850791,2,4,2,3,4,3,2,4,No
6573,0,3,42,83714.62,0,0,9.032609,12,0,1,0,1,1,0,2,1,0,0,1,0,0,0,0,1,1,47.67299,102.4746,4114.377391,6,5,6,2,5,4,4,4,No
8300,2,8,19,70962.7,2,1,12.1247,16,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,61.75393,245.1283,6562.450391,3,3,3,4,4,4,4,3,No
1491,0,3,51,149502.87,3,1,11.85413528,14,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,2,3.468872554,162.460772,1203.486183,3,2,3,4,3,3,4,3,Yes
